video_path,relative_path,label,label_name,manipulation_type,identity_group,frame_count,width,height,file_size_mb,split
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\898_922.mp4,FaceShifter/898_922.mp4,1,FAKE,FaceShifter,FaceShifter_898_922,349,640,480,0.47,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\900_926.mp4,FaceShifter/900_926.mp4,1,FAKE,FaceShifter,FaceShifter_900_926,341,640,480,0.76,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\901_902.mp4,FaceShifter/901_902.mp4,1,FAKE,FaceShifter,FaceShifter_901_902,523,1280,720,1.44,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\903_792.mp4,FaceShifter/903_792.mp4,1,FAKE,FaceShifter,FaceShifter_903_792,567,598,480,1.28,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\904_046.mp4,FaceShifter/904_046.mp4,1,FAKE,FaceShifter,FaceShifter_904_046,359,1920,1080,3.57,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\905_860.mp4,FaceShifter/905_860.mp4,1,FAKE,FaceShifter,FaceShifter_905_860,382,960,720,1.4,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\906_847.mp4,FaceShifter/906_847.mp4,1,FAKE,FaceShifter,FaceShifter_906_847,389,1920,1080,2.16,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\907_795.mp4,FaceShifter/907_795.mp4,1,FAKE,FaceShifter,FaceShifter_907_795,525,1280,720,1.87,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\908_207.mp4,FaceShifter/908_207.mp4,1,FAKE,FaceShifter,FaceShifter_908_207,667,1920,1080,5.48,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\909_857.mp4,FaceShifter/909_857.mp4,1,FAKE,FaceShifter,FaceShifter_909_857,637,640,480,0.58,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\910_911.mp4,FaceShifter/910_911.mp4,1,FAKE,FaceShifter,FaceShifter_910_911,292,1280,720,1.02,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\911_910.mp4,FaceShifter/911_910.mp4,1,FAKE,FaceShifter,FaceShifter_911_910,329,1280,720,0.91,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\912_927.mp4,FaceShifter/912_927.mp4,1,FAKE,FaceShifter,FaceShifter_912_927,647,640,480,1.08,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\913_893.mp4,FaceShifter/913_893.mp4,1,FAKE,FaceShifter,FaceShifter_913_893,634,632,480,0.88,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\914_899.mp4,FaceShifter/914_899.mp4,1,FAKE,FaceShifter,FaceShifter_914_899,307,640,480,0.46,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\916_783.mp4,FaceShifter/916_783.mp4,1,FAKE,FaceShifter,FaceShifter_916_783,484,1280,720,2.26,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\917_924.mp4,FaceShifter/917_924.mp4,1,FAKE,FaceShifter,FaceShifter_917_924,448,656,480,1.04,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\919_015.mp4,FaceShifter/919_015.mp4,1,FAKE,FaceShifter,FaceShifter_919_015,534,640,480,0.59,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\921_569.mp4,FaceShifter/921_569.mp4,1,FAKE,FaceShifter,FaceShifter_921_569,296,1920,1080,3.41,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\922_898.mp4,FaceShifter/922_898.mp4,1,FAKE,FaceShifter,FaceShifter_922_898,616,640,480,1.08,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\923_023.mp4,FaceShifter/923_023.mp4,1,FAKE,FaceShifter,FaceShifter_923_023,602,1280,720,3.92,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\924_917.mp4,FaceShifter/924_917.mp4,1,FAKE,FaceShifter,FaceShifter_924_917,1248,600,480,1.88,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\925_933.mp4,FaceShifter/925_933.mp4,1,FAKE,FaceShifter,FaceShifter_925_933,356,1280,720,1.31,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\926_900.mp4,FaceShifter/926_900.mp4,1,FAKE,FaceShifter,FaceShifter_926_900,333,640,480,0.53,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\927_912.mp4,FaceShifter/927_912.mp4,1,FAKE,FaceShifter,FaceShifter_927_912,697,640,480,0.87,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\928_160.mp4,FaceShifter/928_160.mp4,1,FAKE,FaceShifter,FaceShifter_928_160,376,1280,720,1.75,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\929_962.mp4,FaceShifter/929_962.mp4,1,FAKE,FaceShifter,FaceShifter_929_962,462,656,480,0.5,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\932_384.mp4,FaceShifter/932_384.mp4,1,FAKE,FaceShifter,FaceShifter_932_384,484,1280,720,2.99,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\933_925.mp4,FaceShifter/933_925.mp4,1,FAKE,FaceShifter,FaceShifter_933_925,494,1280,720,1.54,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\935_733.mp4,FaceShifter/935_733.mp4,1,FAKE,FaceShifter,FaceShifter_935_733,540,1920,1080,5.6,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\936_931.mp4,FaceShifter/936_931.mp4,1,FAKE,FaceShifter,FaceShifter_936_931,297,656,480,0.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\937_888.mp4,FaceShifter/937_888.mp4,1,FAKE,FaceShifter,FaceShifter_937_888,455,640,480,1.04,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\938_987.mp4,FaceShifter/938_987.mp4,1,FAKE,FaceShifter,FaceShifter_938_987,369,640,480,0.9,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\940_941.mp4,FaceShifter/940_941.mp4,1,FAKE,FaceShifter,FaceShifter_940_941,309,640,480,0.53,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\943_942.mp4,FaceShifter/943_942.mp4,1,FAKE,FaceShifter,FaceShifter_943_942,470,1280,720,1.21,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\944_032.mp4,FaceShifter/944_032.mp4,1,FAKE,FaceShifter,FaceShifter_944_032,342,720,480,0.51,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\946_049.mp4,FaceShifter/946_049.mp4,1,FAKE,FaceShifter,FaceShifter_946_049,462,1280,720,1.53,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\947_951.mp4,FaceShifter/947_951.mp4,1,FAKE,FaceShifter,FaceShifter_947_951,641,1280,720,2.72,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\948_965.mp4,FaceShifter/948_965.mp4,1,FAKE,FaceShifter,FaceShifter_948_965,434,1920,1080,5.12,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\952_882.mp4,FaceShifter/952_882.mp4,1,FAKE,FaceShifter,FaceShifter_952_882,700,1280,720,2.83,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\954_976.mp4,FaceShifter/954_976.mp4,1,FAKE,FaceShifter,FaceShifter_954_976,376,640,480,0.78,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\955_078.mp4,FaceShifter/955_078.mp4,1,FAKE,FaceShifter,FaceShifter_955_078,531,640,480,1.07,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\957_959.mp4,FaceShifter/957_959.mp4,1,FAKE,FaceShifter,FaceShifter_957_959,418,1920,1080,5.19,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\958_956.mp4,FaceShifter/958_956.mp4,1,FAKE,FaceShifter,FaceShifter_958_956,392,720,480,1.11,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\959_957.mp4,FaceShifter/959_957.mp4,1,FAKE,FaceShifter,FaceShifter_959_957,482,1920,1080,4.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\960_999.mp4,FaceShifter/960_999.mp4,1,FAKE,FaceShifter,FaceShifter_960_999,345,1280,720,1.37,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\964_174.mp4,FaceShifter/964_174.mp4,1,FAKE,FaceShifter,FaceShifter_964_174,451,654,480,0.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\965_948.mp4,FaceShifter/965_948.mp4,1,FAKE,FaceShifter,FaceShifter_965_948,348,1920,1080,2.96,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\966_988.mp4,FaceShifter/966_988.mp4,1,FAKE,FaceShifter,FaceShifter_966_988,364,640,480,0.81,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\967_984.mp4,FaceShifter/967_984.mp4,1,FAKE,FaceShifter,FaceShifter_967_984,412,1280,720,1.7,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\968_884.mp4,FaceShifter/968_884.mp4,1,FAKE,FaceShifter,FaceShifter_968_884,300,1280,720,1.31,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\970_973.mp4,FaceShifter/970_973.mp4,1,FAKE,FaceShifter,FaceShifter_970_973,476,656,480,0.7,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\972_718.mp4,FaceShifter/972_718.mp4,1,FAKE,FaceShifter,FaceShifter_972_718,311,1920,1080,4.28,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\974_953.mp4,FaceShifter/974_953.mp4,1,FAKE,FaceShifter,FaceShifter_974_953,318,600,480,0.59,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\975_978.mp4,FaceShifter/975_978.mp4,1,FAKE,FaceShifter,FaceShifter_975_978,304,1280,720,0.97,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\976_954.mp4,FaceShifter/976_954.mp4,1,FAKE,FaceShifter,FaceShifter_976_954,328,854,480,1.1,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\977_075.mp4,FaceShifter/977_075.mp4,1,FAKE,FaceShifter,FaceShifter_977_075,651,854,480,1.44,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\979_875.mp4,FaceShifter/979_875.mp4,1,FAKE,FaceShifter,FaceShifter_979_875,335,1280,720,1.15,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\980_992.mp4,FaceShifter/980_992.mp4,1,FAKE,FaceShifter,FaceShifter_980_992,383,656,480,0.69,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\982_004.mp4,FaceShifter/982_004.mp4,1,FAKE,FaceShifter,FaceShifter_982_004,845,854,480,1.19,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\985_981.mp4,FaceShifter/985_981.mp4,1,FAKE,FaceShifter,FaceShifter_985_981,343,640,480,0.84,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\988_966.mp4,FaceShifter/988_966.mp4,1,FAKE,FaceShifter,FaceShifter_988_966,455,600,480,0.6,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\989_993.mp4,FaceShifter/989_993.mp4,1,FAKE,FaceShifter,FaceShifter_989_993,960,656,480,2.23,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\990_008.mp4,FaceShifter/990_008.mp4,1,FAKE,FaceShifter,FaceShifter_990_008,305,854,480,0.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\991_064.mp4,FaceShifter/991_064.mp4,1,FAKE,FaceShifter,FaceShifter_991_064,402,640,480,0.45,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\992_980.mp4,FaceShifter/992_980.mp4,1,FAKE,FaceShifter,FaceShifter_992_980,718,600,480,1.92,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\993_989.mp4,FaceShifter/993_989.mp4,1,FAKE,FaceShifter,FaceShifter_993_989,409,640,480,1.14,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\994_986.mp4,FaceShifter/994_986.mp4,1,FAKE,FaceShifter,FaceShifter_994_986,316,640,480,0.98,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\995_233.mp4,FaceShifter/995_233.mp4,1,FAKE,FaceShifter,FaceShifter_995_233,548,640,480,0.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\997_040.mp4,FaceShifter/997_040.mp4,1,FAKE,FaceShifter,FaceShifter_997_040,438,600,480,1.0,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\998_561.mp4,FaceShifter/998_561.mp4,1,FAKE,FaceShifter,FaceShifter_998_561,344,1280,720,1.58,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\FaceShifter\999_960.mp4,FaceShifter/999_960.mp4,1,FAKE,FaceShifter,FaceShifter_999_960,335,640,480,0.45,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\000_003.mp4,NeuralTextures/000_003.mp4,1,FAKE,NeuralTextures,NeuralTextures_000_003,303,640,480,0.62,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\001_870.mp4,NeuralTextures/001_870.mp4,1,FAKE,NeuralTextures,NeuralTextures_001_870,460,1280,720,2.71,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\002_006.mp4,NeuralTextures/002_006.mp4,1,FAKE,NeuralTextures,NeuralTextures_002_006,310,1280,720,0.91,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\003_000.mp4,NeuralTextures/003_000.mp4,1,FAKE,NeuralTextures,NeuralTextures_003_000,303,640,480,0.57,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\004_982.mp4,NeuralTextures/004_982.mp4,1,FAKE,NeuralTextures,NeuralTextures_004_982,309,1280,720,1.19,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\005_010.mp4,NeuralTextures/005_010.mp4,1,FAKE,NeuralTextures,NeuralTextures_005_010,385,704,480,1.49,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\006_002.mp4,NeuralTextures/006_002.mp4,1,FAKE,NeuralTextures,NeuralTextures_006_002,310,1280,720,0.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\007_132.mp4,NeuralTextures/007_132.mp4,1,FAKE,NeuralTextures,NeuralTextures_007_132,413,576,480,0.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\008_990.mp4,NeuralTextures/008_990.mp4,1,FAKE,NeuralTextures,NeuralTextures_008_990,305,640,480,0.48,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\010_005.mp4,NeuralTextures/010_005.mp4,1,FAKE,NeuralTextures,NeuralTextures_010_005,385,640,480,1.09,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\011_805.mp4,NeuralTextures/011_805.mp4,1,FAKE,NeuralTextures,NeuralTextures_011_805,411,1280,720,1.9,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\013_883.mp4,NeuralTextures/013_883.mp4,1,FAKE,NeuralTextures,NeuralTextures_013_883,332,640,480,0.57,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\014_790.mp4,NeuralTextures/014_790.mp4,1,FAKE,NeuralTextures,NeuralTextures_014_790,676,640,480,3.27,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\015_919.mp4,NeuralTextures/015_919.mp4,1,FAKE,NeuralTextures,NeuralTextures_015_919,437,640,480,0.82,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\016_209.mp4,NeuralTextures/016_209.mp4,1,FAKE,NeuralTextures,NeuralTextures_016_209,337,640,480,0.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\017_803.mp4,NeuralTextures/017_803.mp4,1,FAKE,NeuralTextures,NeuralTextures_017_803,297,1280,720,1.31,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\019_018.mp4,NeuralTextures/019_018.mp4,1,FAKE,NeuralTextures,NeuralTextures_019_018,432,640,480,0.69,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\020_344.mp4,NeuralTextures/020_344.mp4,1,FAKE,NeuralTextures,NeuralTextures_020_344,390,1280,720,1.62,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\021_312.mp4,NeuralTextures/021_312.mp4,1,FAKE,NeuralTextures,NeuralTextures_021_312,428,640,480,0.46,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\022_489.mp4,NeuralTextures/022_489.mp4,1,FAKE,NeuralTextures,NeuralTextures_022_489,325,1280,720,1.16,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\023_923.mp4,NeuralTextures/023_923.mp4,1,FAKE,NeuralTextures,NeuralTextures_023_923,553,640,480,1.61,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\024_073.mp4,NeuralTextures/024_073.mp4,1,FAKE,NeuralTextures,NeuralTextures_024_073,306,640,480,0.47,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\025_067.mp4,NeuralTextures/025_067.mp4,1,FAKE,NeuralTextures,NeuralTextures_025_067,538,1440,1080,2.38,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\027_009.mp4,NeuralTextures/027_009.mp4,1,FAKE,NeuralTextures,NeuralTextures_027_009,315,640,480,0.81,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\028_068.mp4,NeuralTextures/028_068.mp4,1,FAKE,NeuralTextures,NeuralTextures_028_068,401,832,480,0.73,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\029_048.mp4,NeuralTextures/029_048.mp4,1,FAKE,NeuralTextures,NeuralTextures_029_048,416,576,480,0.46,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\030_193.mp4,NeuralTextures/030_193.mp4,1,FAKE,NeuralTextures,NeuralTextures_030_193,297,1920,1080,3.22,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\032_944.mp4,NeuralTextures/032_944.mp4,1,FAKE,NeuralTextures,NeuralTextures_032_944,310,1280,720,1.53,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\033_097.mp4,NeuralTextures/033_097.mp4,1,FAKE,NeuralTextures,NeuralTextures_033_097,478,832,480,1.11,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\034_590.mp4,NeuralTextures/034_590.mp4,1,FAKE,NeuralTextures,NeuralTextures_034_590,407,960,720,1.09,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\035_036.mp4,NeuralTextures/035_036.mp4,1,FAKE,NeuralTextures,NeuralTextures_035_036,337,640,480,0.42,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\036_035.mp4,NeuralTextures/036_035.mp4,1,FAKE,NeuralTextures,NeuralTextures_036_035,337,640,480,0.91,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\037_072.mp4,NeuralTextures/037_072.mp4,1,FAKE,NeuralTextures,NeuralTextures_037_072,311,640,480,0.53,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\038_125.mp4,NeuralTextures/038_125.mp4,1,FAKE,NeuralTextures,NeuralTextures_038_125,305,832,480,0.49,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\039_058.mp4,NeuralTextures/039_058.mp4,1,FAKE,NeuralTextures,NeuralTextures_039_058,609,640,480,1.01,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\041_063.mp4,NeuralTextures/041_063.mp4,1,FAKE,NeuralTextures,NeuralTextures_041_063,349,640,480,0.65,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\NeuralTextures\042_084.mp4,NeuralTextures/042_084.mp4,1,FAKE,NeuralTextures,NeuralTextures_042_084,338,640,480,0.83,train
